,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2/16/04 23:52,0.081674496,0.073788466,0.076077641,0.045997949
2/17/04 0:02,0.081471361,0.074072074,0.077788417,0.046081547
2/17/04 0:12,0.080105572,0.073999219,0.077928121,0.045425021
2/17/04 0:22,0.080792373,0.074758435,0.079311392,0.045839787
2/17/04 0:32,0.080128668,0.074860442,0.07619498,0.046542458
2/17/04 0:42,0.081803897,0.074634845,0.075421261,0.046226036
2/17/04 0:52,0.081936276,0.074587675,0.07773988,0.04735158
2/17/04 1:02,0.080619171,0.073380927,0.074950535,0.046037844
2/17/04 1:12,0.079798867,0.073851995,0.075386933,0.045892036
2/17/04 1:22,0.081449387,0.073905171,0.076793496,0.046210362
2/17/04 1:32,0.081730211,0.073651936,0.077263001,0.04746599
2/17/04 1:42,0.080719518,0.07415782,0.075544363,0.045434982
2/17/04 1:52,0.07943049,0.073573758,0.074184775,0.046089946
2/17/04 2:02,0.082136139,0.073939597,0.076535524,0.045996191
2/17/04 2:12,0.081461106,0.073274183,0.07612652,0.046789736
2/17/04 2:22,0.080749597,0.075134333,0.07730983,0.045636896
2/17/04 2:32,0.079212803,0.075180868,0.078229455,0.0455219
2/17/04 2:42,0.078344109,0.074184042,0.07900376,0.046180526
2/17/04 2:52,0.080395625,0.074687729,0.075580546,0.046580985
2/17/04 3:02,0.078902876,0.074109087,0.076492553,0.045755554
2/17/04 3:12,0.080183554,0.073993847,0.076043947,0.045640949
2/17/04 3:22,0.081033644,0.075282338,0.0777119,0.046037111
2/17/04 3:32,0.080960008,0.075388398,0.075937839,0.046347185
2/17/04 3:42,0.079131159,0.074707505,0.075866302,0.046034181
2/17/04 3:52,0.080047561,0.074673763,0.077596514,0.045748279
2/17/04 4:02,0.080320377,0.073949265,0.075122516,0.045169686
2/17/04 4:12,0.080346208,0.074697983,0.07558289,0.045737731
2/17/04 4:22,0.080117633,0.07390771,0.075981786,0.046370428
2/17/04 4:32,0.080849895,0.07464344,0.075941794,0.046081498
2/17/04 4:42,0.081832658,0.073369305,0.075323942,0.045669808
2/17/04 4:52,0.081479955,0.075082865,0.076859124,0.046329508
2/17/04 5:02,0.080632306,0.07346599,0.076004395,0.045624982
2/17/04 5:12,0.080519752,0.076579911,0.077211631,0.046528248
2/17/04 5:22,0.080937888,0.074445969,0.076788759,0.046423605
2/17/04 5:32,0.080571122,0.074969725,0.077288735,0.046131549
2/17/04 5:42,0.081550955,0.074749597,0.075689389,0.046806094
2/17/04 5:52,0.081897944,0.074128571,0.078473949,0.045747107
2/17/04 6:02,0.082332487,0.075155135,0.077083403,0.04672943
2/17/04 6:12,0.081075492,0.075200596,0.076424435,0.046210313
2/17/04 6:22,0.080710289,0.074893257,0.075367401,0.045915523
2/17/04 6:32,0.081561356,0.075786318,0.076901802,0.046507886
2/17/04 6:42,0.082790419,0.074436496,0.076136579,0.045343523
2/17/04 6:52,0.081433761,0.074346697,0.075653694,0.045165438
2/17/04 7:02,0.08377997,0.076012354,0.077267201,0.046647004
2/17/04 7:12,0.085706138,0.074826945,0.076989599,0.046757898
2/17/04 7:22,0.090003858,0.075245715,0.076363152,0.047690024
2/17/04 7:32,0.11648894,0.077490893,0.080991748,0.050848381
2/17/04 7:42,0.119798232,0.078151765,0.081442795,0.051279799
2/17/04 7:52,0.120306851,0.077347136,0.078224376,0.051187802
2/17/04 8:02,0.118443918,0.07796284,0.079338737,0.051342985
2/17/04 8:12,0.117357049,0.076853362,0.07821334,0.051337663
2/17/04 8:22,0.12105176,0.077386933,0.079107574,0.049967479
2/17/04 8:32,0.117350505,0.077880951,0.079478637,0.051568778
2/17/04 8:42,0.115163924,0.078152547,0.08093696,0.050454319
2/17/04 8:52,0.12101084,0.077503003,0.078685092,0.051003662
2/17/04 9:02,0.11763924,0.081853997,0.080246203,0.050944577
2/17/04 9:12,0.117974852,0.077084916,0.077901069,0.050647102
2/17/04 9:22,0.118264759,0.077643195,0.079768592,0.051685532
2/17/04 9:32,0.118874701,0.077746179,0.079317935,0.051028468
2/17/04 9:42,0.118471556,0.077735241,0.077475804,0.050527809
2/17/04 9:52,0.113744177,0.077392451,0.079645344,0.051416866
2/17/04 10:02,0.11534362,0.0776764,0.077956931,0.050901558
2/17/04 10:12,0.115384784,0.07752527,0.078694468,0.05123048
2/17/04 10:22,0.117729284,0.077455247,0.079201816,0.050648957
2/17/04 10:32,0.114375946,0.076899897,0.078410665,0.05154407
2/17/04 10:42,0.115795156,0.076640803,0.077752429,0.050335075
2/17/04 10:52,0.113907417,0.077302603,0.077197471,0.050904829
2/17/04 11:02,0.114880902,0.077724694,0.078469847,0.05053235
2/17/04 11:12,0.113596221,0.077581181,0.079287172,0.051858587
2/17/04 11:22,0.117948337,0.078268665,0.079850139,0.051402363
2/17/04 11:32,0.117312076,0.077459104,0.078770594,0.05180126
2/17/04 11:42,0.115172714,0.078393379,0.079338786,0.05185468
2/17/04 11:52,0.115089311,0.077528981,0.077417013,0.051185751
2/17/04 12:02,0.116395576,0.077678158,0.077428341,0.050379706
2/17/04 12:12,0.116239904,0.077668197,0.078247912,0.051777821
2/17/04 12:22,0.109654085,0.077850383,0.079968748,0.050906343
2/17/04 12:32,0.113897358,0.077959471,0.078255872,0.050617218
2/17/04 12:42,0.110439963,0.0772568,0.078414132,0.050617706
2/17/04 12:52,0.111181796,0.07837995,0.078590214,0.051148982
2/17/04 13:02,0.109778993,0.078017042,0.079448655,0.049808145
2/17/04 13:12,0.110096196,0.077292983,0.079158455,0.050087944
2/17/04 13:22,0.110495532,0.077983788,0.078265882,0.051346843
2/17/04 13:32,0.103776014,0.0768497,0.07861795,0.050460618
2/17/04 13:42,0.10159041,0.07582006,0.077956639,0.050430343
2/17/04 13:52,0.106604717,0.0772714,0.079289272,0.051177938
2/17/04 14:02,0.10430148,0.077757605,0.077362274,0.050452366
2/17/04 14:12,0.104157234,0.077200742,0.078032423,0.050594853
2/17/04 14:22,0.10005928,0.078181991,0.079260706,0.050198057
2/17/04 14:32,0.101470482,0.078831291,0.077209239,0.050646418
2/17/04 14:42,0.10119542,0.078099224,0.07852234,0.049795449
2/17/04 14:52,0.10338581,0.077847942,0.078326139,0.049514136
2/17/04 15:02,0.100474828,0.078354168,0.079523121,0.050326969
2/17/04 15:12,0.101996338,0.077995019,0.079740319,0.050997412
2/17/04 15:22,0.096235412,0.07825304,0.078930124,0.049564041
2/17/04 15:32,0.102075394,0.077923971,0.077590947,0.050572245
2/17/04 15:42,0.100905269,0.077889545,0.079417501,0.049661702
2/17/04 15:52,0.09795283,0.077480639,0.078477074,0.050203574
2/17/04 16:02,0.099163973,0.078358318,0.0771023,0.050184482
2/17/04 16:12,0.098115972,0.077720689,0.078838029,0.050234631
2/17/04 16:22,0.096341374,0.078321305,0.079872748,0.050584013
2/17/04 16:32,0.094585038,0.076390107,0.077991162,0.04949104
2/17/04 16:42,0.092749304,0.076862786,0.077665218,0.049431857
2/17/04 16:52,0.092946042,0.078137946,0.077772352,0.050036232
2/17/04 17:02,0.0917474,0.078314224,0.078393965,0.050164119
2/17/04 17:12,0.091416134,0.07605259,0.078448948,0.048903706
2/17/04 17:22,0.089955125,0.077926364,0.078701499,0.049496313
2/17/04 17:32,0.088094341,0.077801895,0.081670687,0.050619269
2/17/04 17:42,0.088086772,0.0773528,0.078826261,0.048751062
2/17/04 17:52,0.085104497,0.077031545,0.077747742,0.049335319
2/17/04 18:02,0.084900044,0.077033693,0.077205381,0.047848967
2/17/04 18:12,0.084327409,0.077096538,0.079390742,0.048744665
2/17/04 18:22,0.084264222,0.076825382,0.077123834,0.048676937
2/17/04 18:32,0.083739538,0.077031837,0.079500855,0.050189023
2/17/04 18:42,0.083937057,0.078040578,0.080859075,0.048612676
2/17/04 18:52,0.083750916,0.077686703,0.078006397,0.048636701
2/17/04 19:02,0.081598711,0.077285024,0.077984374,0.049520045
2/17/04 19:12,0.082108648,0.077378583,0.077854827,0.049173837
2/17/04 19:22,0.082468236,0.077610528,0.078492749,0.048213389
2/17/04 19:32,0.0807766,0.077976806,0.077722301,0.048178476
2/17/04 19:42,0.080042824,0.078921578,0.079844475,0.048320572
2/17/04 19:52,0.081641633,0.078958885,0.07830607,0.049013624
2/17/04 20:02,0.081171542,0.078601348,0.081648372,0.048306314
2/17/04 20:12,0.079933932,0.077610333,0.078893012,0.048856194
2/17/04 20:22,0.079498462,0.0787975,0.080790468,0.048006739
2/17/04 20:32,0.079186923,0.078222765,0.078643879,0.048924899
2/17/04 20:42,0.076784316,0.077728063,0.078352263,0.048102105
2/17/04 20:52,0.079159334,0.078453049,0.077934274,0.048655354
2/17/04 21:02,0.078235119,0.079304702,0.07814571,0.047830265
2/17/04 21:12,0.078038918,0.077469164,0.078423263,0.048030666
2/17/04 21:22,0.076976415,0.078207334,0.079762977,0.048329069
2/17/04 21:32,0.07928644,0.078497485,0.080137995,0.048138776
2/17/04 21:42,0.077523024,0.07836491,0.078592168,0.047164559
2/17/04 21:52,0.079712486,0.079221349,0.07824884,0.048192929
2/17/04 22:02,0.077913131,0.077096929,0.079671615,0.048079838
2/17/04 22:12,0.077409346,0.078640021,0.082111285,0.047962401
2/17/04 22:22,0.078835051,0.077885785,0.079052737,0.048278725
2/17/04 22:32,0.079492407,0.077421896,0.077723766,0.047779286
2/17/04 22:42,0.079560916,0.077910445,0.077346697,0.048014454
2/17/04 22:52,0.08071063,0.077490014,0.079501929,0.048853118
2/17/04 23:02,0.080806387,0.078310855,0.079500024,0.048306216
2/17/04 23:12,0.080193125,0.077518971,0.079500806,0.04772528
2/17/04 23:22,0.081074076,0.078230236,0.077591142,0.047874213
2/17/04 23:32,0.078806241,0.076799795,0.078004297,0.047721813
2/17/04 23:42,0.081469798,0.077626593,0.081328092,0.047721959
2/17/04 23:52,0.08140876,0.078920113,0.078682211,0.047711851
2/18/04 0:02,0.081142097,0.078544314,0.080208995,0.047325065
2/18/04 0:12,0.081599346,0.077586796,0.079313638,0.048012305
2/18/04 0:22,0.081001807,0.076821671,0.078357586,0.047746521
2/18/04 0:32,0.083338835,0.07782963,0.079428585,0.048453489
2/18/04 0:42,0.082251282,0.07770023,0.077868988,0.04743132
2/18/04 0:52,0.082968748,0.078229796,0.078004248,0.047649788
2/18/04 1:02,0.084149275,0.077959422,0.079945407,0.047945066
2/18/04 1:12,0.084307974,0.078093413,0.079987353,0.049232726
2/18/04 1:22,0.083196103,0.077060403,0.079214464,0.047122711
2/18/04 1:32,0.084338249,0.077369207,0.078494702,0.047340251
2/18/04 1:42,0.084135553,0.076725133,0.078848235,0.046430734
2/18/04 1:52,0.08273109,0.078387519,0.080119342,0.04786303
2/18/04 2:02,0.083303775,0.077277015,0.07878749,0.047167928
2/18/04 2:12,0.083897554,0.077789345,0.080660286,0.047343278
2/18/04 2:22,0.084586699,0.077352263,0.080027638,0.047384833
2/18/04 2:32,0.084382148,0.079151765,0.080029298,0.047330094
2/18/04 2:42,0.084469798,0.078823282,0.079579862,0.048368963
2/18/04 2:52,0.084915279,0.077520289,0.078333171,0.046816104
2/18/04 3:02,0.085803408,0.078591826,0.08027223,0.047982079
2/18/04 3:12,0.086531764,0.078721617,0.078651204,0.047992968
2/18/04 3:22,0.084736462,0.077845696,0.078569461,0.047834904
2/18/04 3:32,0.086028029,0.079540065,0.081543288,0.047651399
2/18/04 3:42,0.101581376,0.078722057,0.080677133,0.048299429
2/18/04 3:52,0.101787636,0.079343034,0.080434006,0.049179354
2/18/04 4:02,0.100047854,0.07984594,0.081560867,0.049524196
2/18/04 4:12,0.104878314,0.080978954,0.081317984,0.048865277
2/18/04 4:22,0.102000195,0.078914888,0.080259534,0.048536452
2/18/04 4:32,0.10476117,0.080875726,0.081968846,0.04954153
2/18/04 4:42,0.107024659,0.079254651,0.081654329,0.050015919
2/18/04 4:52,0.104505054,0.080736901,0.082294985,0.049033888
2/18/04 5:02,0.108300112,0.079697251,0.080102153,0.049802481
2/18/04 5:12,0.10716119,0.08006929,0.080760975,0.04979623
2/18/04 5:22,0.109988427,0.079710679,0.080055618,0.049893061
2/18/04 5:32,0.10994111,0.079269105,0.082448411,0.048684653
2/18/04 5:42,0.11441628,0.079058938,0.082436154,0.049787148
2/18/04 5:52,0.111668831,0.080399287,0.081021046,0.049893061
2/18/04 6:02,0.114848479,0.081224376,0.081402949,0.050538015
2/18/04 6:12,0.116939401,0.080507105,0.08171859,0.050402559
2/18/04 6:22,0.116761463,0.080981737,0.081534987,0.050041311
2/18/04 6:32,0.116307144,0.080653889,0.084022902,0.051400313
2/18/04 6:42,0.1167933,0.081118902,0.081461058,0.050205674
2/18/04 6:52,0.118256897,0.080623566,0.081810977,0.050890522
2/18/04 7:02,0.117904927,0.082303726,0.081321842,0.05070521
2/18/04 7:12,0.118565164,0.0811524,0.082331608,0.050468773
2/18/04 7:22,0.119006201,0.081722643,0.082806143,0.051852044
2/18/04 7:32,0.118338249,0.080355877,0.081375018,0.051325944
2/18/04 7:42,0.116808487,0.079584404,0.082858929,0.050096929
2/18/04 7:52,0.121973973,0.081127643,0.082925729,0.051128864
2/18/04 8:02,0.124007618,0.082104693,0.081610479,0.051574686
2/18/04 8:12,0.123534889,0.080721031,0.082274037,0.051297475
2/18/04 8:22,0.123793398,0.081947947,0.083086674,0.052141657
2/18/04 8:32,0.12061585,0.081254798,0.084507788,0.051176132
2/18/04 8:42,0.117394453,0.081207969,0.08176659,0.050391962
2/18/04 8:52,0.115647981,0.080292397,0.081819669,0.051211241
2/18/04 9:02,0.117355926,0.081128961,0.082251379,0.051345085
2/18/04 9:12,0.118124518,0.082358562,0.083463987,0.0524071
2/18/04 9:22,0.122177597,0.081792666,0.082871966,0.051331852
2/18/04 9:32,0.117301626,0.08082128,0.081810733,0.051711314
2/18/04 9:42,0.115616388,0.080340153,0.082822941,0.051108404
2/18/04 9:52,0.117799551,0.080487524,0.082413985,0.051529616
2/18/04 10:02,0.115368914,0.080998975,0.083001807,0.051351775
2/18/04 10:12,0.120122858,0.083001856,0.084477514,0.051844231
2/18/04 10:22,0.118867718,0.080935788,0.08192275,0.050884125
2/18/04 10:32,0.11673568,0.08106304,0.08310562,0.051275258
2/18/04 10:42,0.116298159,0.080722936,0.081164754,0.050291958
2/18/04 10:52,0.111427951,0.081708384,0.082621173,0.05178456
2/18/04 11:02,0.11010523,0.079961326,0.084504029,0.050485375
2/18/04 11:12,0.109205723,0.080546609,0.082650227,0.050537819
2/18/04 11:22,0.108981298,0.081071634,0.082357732,0.051830021
2/18/04 11:32,0.109601348,0.081302066,0.083858196,0.050888666
2/18/04 11:42,0.108696567,0.080595781,0.082922506,0.051471507
2/18/04 11:52,0.118751306,0.082500024,0.084676449,0.053531276
2/18/04 12:02,0.121937936,0.081891157,0.084303482,0.052457347
2/18/04 12:12,0.11608809,0.083803897,0.085197715,0.053210167
2/18/04 12:22,0.114811417,0.083280043,0.084911861,0.054154207
2/18/04 12:32,0.115963621,0.08255867,0.084784853,0.05349187
2/18/04 12:42,0.112430734,0.083181161,0.086206455,0.053190927
2/18/04 12:52,0.109865716,0.084053323,0.084665658,0.053132428
2/18/04 13:02,0.111517994,0.08417579,0.085785292,0.053071293
2/18/04 13:12,0.113187997,0.084209678,0.086552517,0.05392402
2/18/04 13:22,0.110351287,0.084031642,0.085571512,0.053691733
2/18/04 13:32,0.108665462,0.085231212,0.085305679,0.053981933
2/18/04 13:42,0.110589824,0.085215489,0.085306411,0.053958934
2/18/04 13:52,0.112854583,0.084756336,0.085695298,0.054153181
2/18/04 14:02,0.113290493,0.086041408,0.087732018,0.053963426
2/18/04 14:12,0.112405293,0.085146589,0.085288198,0.055116217
2/18/04 14:22,0.111487817,0.086653108,0.08842048,0.055168709
2/18/04 14:32,0.112502222,0.085334196,0.086621612,0.054250012
2/18/04 14:42,0.116935202,0.086315494,0.088653108,0.056617462
2/18/04 14:52,0.112345329,0.087080717,0.086427951,0.055072855
2/18/04 15:02,0.105559793,0.085828165,0.087952976,0.053688022
2/18/04 15:12,0.101247961,0.087511304,0.089259485,0.055313394
2/18/04 15:22,0.098987255,0.088471263,0.090072806,0.054718687
2/18/04 15:32,0.095559451,0.086468871,0.088816202,0.055151423
2/18/04 15:42,0.094821427,0.089184384,0.090852288,0.054422872
2/18/04 15:52,0.093979345,0.087965623,0.090681869,0.054724352
2/18/04 16:02,0.092086967,0.088622394,0.0890647,0.054203526
2/18/04 16:12,0.093622198,0.090122711,0.091606084,0.054019728
2/18/04 16:22,0.093140632,0.088547683,0.090853411,0.053908443
2/18/04 16:32,0.093391865,0.088215636,0.09190356,0.053730846
2/18/04 16:42,0.097413546,0.091543191,0.092234582,0.054945261
2/18/04 16:52,0.099353142,0.090292739,0.092094731,0.054913716
2/18/04 17:02,0.10904595,0.092579667,0.094416866,0.055274965
2/18/04 17:12,0.115108501,0.091403779,0.094160408,0.054265882
2/18/04 17:22,0.122505103,0.093486596,0.093925485,0.05558621
2/18/04 17:32,0.129758973,0.094758045,0.09573402,0.057060403
2/18/04 17:42,0.133617169,0.094243518,0.096893891,0.055239807
2/18/04 17:52,0.13430231,0.095111675,0.098137897,0.056937985
2/18/04 18:02,0.134588066,0.092488012,0.095479418,0.056694565
2/18/04 18:12,0.129727086,0.093704966,0.096511402,0.056030324
2/18/04 18:22,0.124107378,0.093444846,0.097365496,0.055353582
2/18/04 18:32,0.12941794,0.095920846,0.100479125,0.056513209
2/18/04 18:42,0.13104175,0.094329948,0.098034426,0.05541296
2/18/04 18:52,0.130305777,0.09500669,0.09838288,0.057173788
2/18/04 19:02,0.140656917,0.097039504,0.100092338,0.057948093
2/18/04 19:12,0.132394013,0.098059524,0.102923238,0.057876947
2/18/04 19:22,0.127039748,0.096234826,0.101684799,0.059677719
2/18/04 19:32,0.13002881,0.095877435,0.100463695,0.059381317
2/18/04 19:42,0.125176473,0.098178134,0.102658821,0.060331461
2/18/04 19:52,0.129894819,0.099618976,0.103181161,0.061055911
2/18/04 20:02,0.126216173,0.100431027,0.106052932,0.062396406
2/18/04 20:12,0.135440695,0.101704331,0.106483324,0.064628009
2/18/04 20:22,0.133542116,0.101458421,0.107549099,0.065816348
2/18/04 20:32,0.12993945,0.103160799,0.106589091,0.064477367
2/18/04 20:42,0.129249573,0.104092485,0.109174081,0.064373163
2/18/04 20:52,0.122241613,0.104557986,0.110118023,0.063874213
2/18/04 21:02,0.116118805,0.103586992,0.110326481,0.062111724
2/18/04 21:12,0.122882465,0.104098979,0.110857171,0.063451878
2/18/04 21:22,0.132515943,0.104915865,0.111110015,0.065043361
2/18/04 21:32,0.130166268,0.10209644,0.11018497,0.060789687
2/18/04 21:42,0.138489184,0.102034914,0.109608623,0.062675472
2/18/04 21:52,0.145769081,0.105228869,0.113386298,0.063052004
2/18/04 22:02,0.151883442,0.104712144,0.11432023,0.063509107
2/18/04 22:12,0.165063187,0.105110699,0.113724889,0.064146052
2/18/04 22:22,0.18908643,0.106937302,0.112925143,0.069001172
2/18/04 22:32,0.149938132,0.106621857,0.115554715,0.06563592
2/18/04 22:42,0.148285268,0.104881488,0.117741101,0.068802871
2/18/04 22:52,0.148383515,0.107329557,0.119264368,0.06986513
2/18/04 23:02,0.129034523,0.104226134,0.116373944,0.066104741
2/18/04 23:12,0.1258831,0.106343864,0.117387714,0.066913424
2/18/04 23:22,0.131924264,0.105998486,0.118086625,0.068882514
2/18/04 23:32,0.129672396,0.107251428,0.119396992,0.068999365
2/18/04 23:42,0.151879682,0.108574686,0.120528395,0.070504712
2/18/04 23:52,0.145859222,0.108005274,0.120645442,0.0686409
2/19/04 0:02,0.160894819,0.108649202,0.121147322,0.07063089
2/19/04 0:12,0.142882465,0.11087099,0.125691196,0.070584843
2/19/04 0:22,0.129449045,0.109216368,0.125215636,0.068336784
2/19/04 0:32,0.12356951,0.103719469,0.120506568,0.067480736
2/19/04 0:42,0.124539528,0.102203916,0.118992822,0.067355926
2/19/04 0:52,0.139823722,0.109220177,0.121684018,0.073732604
2/19/04 1:02,0.160900142,0.114048635,0.123723619,0.078551785
2/19/04 1:12,0.177413448,0.113498022,0.122518482,0.079301333
2/19/04 1:22,0.153324381,0.106463597,0.115635724,0.074150154
2/19/04 1:32,0.179449729,0.10982587,0.115633869,0.076730504
2/19/04 1:42,0.155624103,0.097835099,0.108144245,0.072307388
2/19/04 1:52,0.171799697,0.097441379,0.101446311,0.075334294
2/19/04 2:02,0.162950144,0.096347234,0.096860198,0.071860247
